Date,HeureDebut,Duree,Cours,CodeCours,Local,Site,ConcatAnneeEtudeSection_UF
2024-01-08,10:30,120,Machines tournantes  triphasées,E2081,S13,SCH,2° Electromécanique
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,124,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,125,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,127,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,A04,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,B 11&12,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,B 21&22,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,BR 01&02,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,BS 01&02,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,S23,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,S24,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,S25,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,S27,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,S28,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,SPV 1&2,WLW,1° International Business
2024-01-08,10:45,120,Statistique et mathématiques financières,X104,SPV3,WLW,1° International Business
2024-01-08,10:45,60,Anthropo. soc.et cul.1,AM1AS,11 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,10:45,60,Anthropo. soc.et cul.1,AM1AS,12 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,10:45,60,Anthropo. soc.et cul.1,AM1AS,32 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,10:45,60,Anthropo. soc.et cul.1,AM1AS,L115,LLN,1° Management du tourisme et des loisirs
2024-01-08,10:45,60,Anthropo. soc.et cul.1,AM1AS,L120,LLN,1° Management du tourisme et des loisirs
2024-01-08,10:45,60,Anthropo. soc.et cul.1,AM1AS,L121,LLN,1° Management du tourisme et des loisirs
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,A01,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,A02,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,A03,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,A04,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,BA05,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,BA06,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,L125,LLN,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,L128&L129,LLN,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,L130&L131,LLN,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,LA01,LLN,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,LA02,LLN,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,R23,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,R24,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,R25,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,R27,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,R28,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,S21,WLW,1° Marketing
2024-01-08,10:45,120,Statistique et mathématiques financières,MK101,S22,WLW,1° Marketing
2024-01-08,10:45,120,Communication en Allemand,AM3AL,21,EUR,3° Management du tourisme et des loisirs
2024-01-08,11:0,60,Labo DC,A1013,TLAB,SCH,1° Automatisation
2024-01-08,11:0,120,Machines tournantes  triphasées,E2081,S30 (sch),SCH,2° Electromécanique
2024-01-08,11:30,30,Sales and Negociation Techniques,ERA107,128,WLW,1° Erasmus
2024-01-08,11:45,60,Anthropo. soc.et cul.1,AM1AS,11 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,11:45,60,Anthropo. soc.et cul.1,AM1AS,12 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,11:45,60,Anthropo. soc.et cul.1,AM1AS,32 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,11:45,60,Socio. voyage et loisirs,AM1SV,L115,LLN,1° Management du tourisme et des loisirs
2024-01-08,11:45,60,Socio. voyage et loisirs,AM1SV,L120,LLN,1° Management du tourisme et des loisirs
2024-01-08,11:45,60,Socio. voyage et loisirs,AM1SV,L121,LLN,1° Management du tourisme et des loisirs
2024-01-08,13:15,75,Lb machines alternatives triphasées,E2082,S4LE,SCH,2° Electromécanique
2024-01-08,13:15,180,Gestion de production,E310GI,S3MM,SCH,3° Electromécanique
2024-01-08,13:30,30,Néerlandais premier quadrimestre,C111NL1,201,WLW,1° Comptabilité
2024-01-08,13:30,90,Droit des obligations,J104,A01,WLW,1° Droit
2024-01-08,13:30,90,Droit des obligations,J104,A02,WLW,1° Droit
2024-01-08,13:30,90,Droit des obligations,J104,R23,WLW,1° Droit
2024-01-08,13:30,30,Droit des contrats et de la responsabilité,B102,LR09,LLN,1° e-business
2024-01-08,13:30,30,Droit des contrats et de la responsabilité,B102,S27,WLW,1° e-business
2024-01-08,13:30,30,Néerlandais premier quadrimestre,B110NL1,S23,WLW,1° e-business
2024-01-08,13:30,30,Soft skills au service de l'entreprise,B1211,S25,WLW,1° e-business
2024-01-08,13:30,90,Anglais I,T110,L122,LLN,1° Technologie de l'informatique
2024-01-08,13:30,90,Anglais I,T110,L123,LLN,1° Technologie de l'informatique
2024-01-08,13:30,90,Anglais I,T110,L124,LLN,1° Technologie de l'informatique
2024-01-08,13:30,30,Néerlandais des affaires 1 premier quadrimestre,C210NL1,103,WLW,2° Comptabilité
2024-01-08,13:30,30,Néerlandais débutants 2,J207ND,207,WLW,2° Droit
2024-01-08,13:30,60,Néerlandais juridique 1,J207NL1,105,WLW,2° Droit
2024-01-08,13:30,120,Bases de données & structuration info. pour web,B208,A03,WLW,2° e-business
2024-01-08,13:30,120,Bases de données & structuration info. pour web,B208,A04,WLW,2° e-business
2024-01-08,13:30,120,Bases de données & structuration info. pour web,B208,L128&L129,LLN,2° e-business
2024-01-08,13:30,120,Bases de données & structuration info. pour web,B208,L134,LLN,2° e-business
2024-01-08,13:30,120,Bases de données & structuration info. pour web,B208,R23,WLW,2° e-business
2024-01-08,13:30,120,Bases de données & structuration info. pour web,B208,R24,WLW,2° e-business
2024-01-08,13:30,30,Anglais des affaires premier quadrimestre,MK2041,101,WLW,2° Marketing
2024-01-08,13:30,30,Anglais des affaires premier quadrimestre,MK2041,104,WLW,2° Marketing
2024-01-08,13:30,30,Anglais des affaires premier quadrimestre,MK2041,106,WLW,2° Marketing
2024-01-08,13:30,30,Anglais des affaires premier quadrimestre,MK2041,203,WLW,2° Marketing
2024-01-08,13:30,30,Anglais des affaires premier quadrimestre,MK2041,206,WLW,2° Marketing
2024-01-08,13:30,30,Anglais des affaires premier quadrimestre,MK2041,L220,LLN,2° Marketing
2024-01-08,13:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,107,WLW,2° Marketing
2024-01-08,13:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,204,WLW,2° Marketing
2024-01-08,13:30,45,Développement informatique II (Théorie),T2011,LR07,LLN,2° Technologie de l'informatique
2024-01-08,13:30,45,Développement informatique II (Théorie),T2011,LR08,LLN,2° Technologie de l'informatique
2024-01-08,13:30,120,Cas pratiques de Comptabilité,C3101,B 11&12,WLW,3° Comptabilité
2024-01-08,13:30,120,Cas pratiques de Comptabilité,C3101,BR 01&02,WLW,3° Comptabilité
2024-01-08,13:30,120,Cas pratiques de Comptabilité,C3101,L134,LLN,3° Comptabilité
2024-01-08,13:30,120,Cas pratiques de Comptabilité,C3101,LA02,LLN,3° Comptabilité
2024-01-08,13:30,120,Cas pratiques de Comptabilité,C3101,R23,WLW,3° Comptabilité
2024-01-08,13:30,30,L'Europe: Droit et valeurs,J301,205,WLW,3° Droit
2024-01-08,13:30,60,English for specific purposes,J304EN,S26,WLW,3° Droit
2024-01-08,13:30,40,Management of a marketing project,B3041MD,S28,WLW,3° e-business
2024-01-08,13:30,60,Corporate startup seminar,X3013GEI,R04,WLW,3° International Business
2024-01-08,13:30,120,Informatique approfondie,MK302,102,WLW,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,124,WLW,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,125,WLW,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,127,WLW,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,128,WLW,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,202,WLW,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,L115,LLN,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,L118,LLN,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,L120,LLN,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,L121,LLN,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,L223,LLN,3° Marketing
2024-01-08,13:30,120,Informatique approfondie,MK302,R30,WLW,3° Marketing
2024-01-08,13:45,120,Fond.droit.oblig.contrats,AE1DC,-2 SALLE,EUR,1° Assistant de direction
2024-01-08,13:45,60,Socio. voyage et loisirs,AM1SV,11 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,13:45,60,Socio. voyage et loisirs,AM1SV,12 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,13:45,60,Socio. voyage et loisirs,AM1SV,32 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,14:0,45,Digital Platform Project,ERA118,209,WLW,1° Erasmus
2024-01-08,14:45,60,Socio. voyage et loisirs,AM1SV,11 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,14:45,60,Socio. voyage et loisirs,AM1SV,12 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,14:45,60,Socio. voyage et loisirs,AM1SV,32 (informatique),EUR,1° Management du tourisme et des loisirs
2024-01-08,15:0,15,Digital Platform Project,ERA118,209,WLW,1° Erasmus
2024-01-08,15:0,60,Logique programmée,A2061,Moodle Devoir,SCH,2° Automatisation
2024-01-08,15:30,90,Fondements du droit et éléments de droit pénal,J102,A01,WLW,1° Droit
2024-01-08,15:30,90,Fondements du droit et éléments de droit pénal,J102,A02,WLW,1° Droit
2024-01-08,15:30,60,Droit des biens et séminaire,J201,A02,WLW,2° Droit
2024-01-08,15:45,90,Fondements du droit et éléments de droit pénal,J102,R23,WLW,1° Droit
2024-01-08,15:45,90,Outils de gestion financière,X204,A03,WLW,2° International Business
2024-01-08,15:45,90,Outils de gestion financière,X204,A04,WLW,2° International Business
2024-01-08,15:45,90,Outils de gestion financière,X204,B 11&12,WLW,2° International Business
2024-01-08,15:45,90,Outils de gestion financière,X204,BR 01&02,WLW,2° International Business
2024-01-08,15:45,90,Outils de gestion financière,X204,R23,WLW,2° International Business
2024-01-08,15:45,90,Outils de gestion financière,X204,R24,WLW,2° International Business
2024-01-08,15:45,120,Informatique approfondie,MK302,124,WLW,3° Marketing
2024-01-08,15:45,120,Informatique approfondie,MK302,125,WLW,3° Marketing
2024-01-08,15:45,120,Informatique approfondie,MK302,127,WLW,3° Marketing
2024-01-08,15:45,120,Informatique approfondie,MK302,128,WLW,3° Marketing
2024-01-08,15:45,120,Informatique approfondie,MK302,202,WLW,3° Marketing
2024-01-08,15:45,120,Informatique approfondie,MK302,L115,LLN,3° Marketing
2024-01-08,15:45,120,Informatique approfondie,MK302,L118,LLN,3° Marketing
2024-01-08,15:45,120,Informatique approfondie,MK302,L120,LLN,3° Marketing
2024-01-08,15:45,120,Informatique approfondie,MK302,L121,LLN,3° Marketing
2024-01-08,15:45,120,Informatique approfondie,MK302,L223,LLN,3° Marketing
2024-01-08,8:30,120,Electricité et Circuits DC,A1011,S13,SCH,1° Automatisation
2024-01-08,8:30,120,Electricité et Circuits DC,A1011,T1,SCH,1° Automatisation
2024-01-08,8:30,120,Electricité et Circuits DC,A1011,T4,SCH,1° Automatisation
2024-01-08,8:30,120,Electricité et Circuits DC,A1011,T7,SCH,1° Automatisation
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,128,WLW,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,A01,WLW,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,A02,WLW,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,A03,WLW,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,A04,WLW,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,BA05,WLW,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,BA06,WLW,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,L115,LLN,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,L125,LLN,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,LA02,LLN,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,C108,S21,WLW,1° Comptabilité
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,127,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,A04,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,B 11&12,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,B 21&22,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,BR 01&02,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,BS 01&02,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,L115,LLN,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,L125,LLN,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,LA01,LLN,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,S22,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,S23,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,S24,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,S25,WLW,1° e-business
2024-01-08,8:30,120,Statistique et mathématiques financières,B104,SPV 1&2,WLW,1° e-business
2024-01-08,8:30,120,Electricité et Circuits DC,E1151,S13,SCH,1° Electromécanique
2024-01-08,8:30,120,Electricité et Circuits DC,E1151,S22 (sch),SCH,1° Electromécanique
2024-01-08,8:30,120,Electricité et Circuits DC,E1151,S30 (sch),SCH,1° Electromécanique
2024-01-08,8:30,120,Statistique et mathématiques financières,X104,128,WLW,1° International Business
2024-01-08,8:30,120,Statistique et mathématiques financières,MK101,124,WLW,1° Marketing
2024-01-08,8:30,120,Statistique et mathématiques financières,MK101,125,WLW,1° Marketing
2024-01-08,8:30,120,Statistique et mathématiques financières,MK101,L121,LLN,1° Marketing
2024-01-08,8:30,30,Néerlandais débutant 2 ,C210ND,R07,WLW,2° Comptabilité
2024-01-08,8:30,60,Néerlandais juridique 1,J207NL1,105,WLW,2° Droit
2024-01-08,8:30,30,Néerlandais des affaires premier quadrimestre,B211NL1,206,WLW,2° e-business
2024-01-08,8:30,30,Comm. prof. en Néerlandais,AM2NL,31,EUR,2° Management du tourisme et des loisirs
2024-01-08,8:30,30,Comm. prof. en Néerlandais,AM2NL,33,EUR,2° Management du tourisme et des loisirs
2024-01-08,8:30,30,Comm. prof. en Néerlandais,AM2NL,34,EUR,2° Management du tourisme et des loisirs
2024-01-08,8:30,30,Anglais des affaires premier quadrimestre,MK2041,103,WLW,2° Marketing
2024-01-08,8:30,30,Anglais des affaires premier quadrimestre,MK2041,104,WLW,2° Marketing
2024-01-08,8:30,30,Anglais des affaires premier quadrimestre,MK2041,106,WLW,2° Marketing
2024-01-08,8:30,30,Anglais des affaires premier quadrimestre,MK2041,203,WLW,2° Marketing
2024-01-08,8:30,30,Anglais des affaires premier quadrimestre,MK2041,LR12,LLN,2° Marketing
2024-01-08,8:30,30,Anglais des affaires premier quadrimestre,MK2041,LR13,LLN,2° Marketing
2024-01-08,8:30,30,Anglais des affaires premier quadrimestre,MK2041,R03,WLW,2° Marketing
2024-01-08,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,107,WLW,2° Marketing
2024-01-08,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,208,WLW,2° Marketing
2024-01-08,8:30,45,Développement informatique II (Théorie),T2011,LR07,LLN,2° Technologie de l'informatique
2024-01-08,8:30,45,Développement informatique II (Théorie),T2011,LR08,LLN,2° Technologie de l'informatique
2024-01-08,8:30,30,Anglais des affaires 2,C303EN,101,WLW,3° Comptabilité
2024-01-08,8:30,30,L'Europe: Droit et valeurs,J301,204,WLW,3° Droit
2024-01-08,8:30,60,English for specific purposes,J304EN,S26,WLW,3° Droit
2024-01-08,8:30,40,Management of an e-commerce project,B3041EC,205,WLW,3° e-business
2024-01-08,8:30,40,Management of an e-commerce project,B3041EC,207,WLW,3° e-business
2024-01-08,8:30,60,Corporate startup seminar,X3013GEI,R04,WLW,3° International Business
2024-01-08,8:30,30,Entrepreneuriat et innovation,MK3033GEST,Moodle Devoir,SCH,3° Marketing
2024-01-08,8:30,30,Entrepreneuriat et innovation,MK3033GEST,Moodle Devoir,WLW,3° Marketing
2024-01-08,9:0,60,Contextualisation,TS2,VINCI,WLW,3° Technologies de la santé
2024-01-08,9:30,30,Allemand: commu E / O,AE3AL,21,EUR,3° Assistant de direction
2024-01-08,9:30,30,Communication en Allemand,AM3AL,21,EUR,3° Management du tourisme et des loisirs
2024-01-09,10:0,15,Administration des réseaux (Pratique),T3012,LR08,LLN,3° Technologie de l'informatique
2024-01-09,10:0,15,Administration des réseaux (Pratique),T3012,LR09,LLN,3° Technologie de l'informatique
2024-01-09,10:15,120,Data analysis,B302FR,R23,WLW,3° e-business
2024-01-09,10:30,90,Global Supply Chain Strategy & Finance,X3011SCM,A02,WLW,3° International Business
2024-01-09,10:30,90,Financial Analysis & Modelling,X3012GEI,124,WLW,3° International Business
2024-01-09,10:30,90,Financial Analysis & Modelling,X3012GEI,125,WLW,3° International Business
2024-01-09,10:45,120,Commu prof écrite en Néerlandais,AE2NE,03-04,EUR,2° Assistant de direction
2024-01-09,10:45,120,Français Commu Web,AE3FR,11 (informatique),EUR,3° Assistant de direction
2024-01-09,10:45,120,Data analysis,B302EN,A03,WLW,3° e-business
2024-01-09,10:45,120,Data analysis,B302EN,R23,WLW,3° e-business
2024-01-09,10:45,120,Data analysis,B302FR,A01,WLW,3° e-business
2024-01-09,10:45,120,Data analysis,B302FR,L128&L129,LLN,3° e-business
2024-01-09,10:45,120,Data analysis,B302FR,L134,LLN,3° e-business
2024-01-09,10:45,120,Data analysis,B302FR,Moodle Quiz,LLN,3° e-business
2024-01-09,10:45,120,Data analysis,B302FR,Moodle Quiz,WLW,3° e-business
2024-01-09,11:0,60,Labo DC,A1013,TLAB,SCH,1° Automatisation
2024-01-09,11:0,30,Communication en allemand,AM1AL,21,EUR,1° Management du tourisme et des loisirs
2024-01-09,11:0,60,Lb machines alternatives triphasées,E2082,S4LE,SCH,2° Electromécanique
2024-01-09,11:0,60,Ethique,A3014,S30 (sch),SCH,3° Automatisation
2024-01-09,11:0,120,Ethique,E3014,S30 (sch),SCH,3° Electromécanique
2024-01-09,11:15,120,English for specific purposes,J304EN,R25,WLW,3° Droit
2024-01-09,11:15,120,Professioneel ontwikkelingsplan,J304NL,R26,WLW,3° Droit
2024-01-09,11:30,30,Comm en  Allemand,AE1AL,21,EUR,1° Assistant de direction
2024-01-09,13:0,90,Compléments d'Electronique,A2041,S22 (sch),SCH,2° Automatisation
2024-01-09,13:30,30,Néerlandais premier quadrimestre,C111NL1,106,WLW,1° Comptabilité
2024-01-09,13:30,30,Néerlandais premier quadrimestre,C111NL1,201,WLW,1° Comptabilité
2024-01-09,13:30,30,Néerlandais premier quadrimestre,C111NL1,204,WLW,1° Comptabilité
2024-01-09,13:30,30,Droit des contrats et de la responsabilité,B102,LR10,LLN,1° e-business
2024-01-09,13:30,30,Droit des contrats et de la responsabilité,B102,S28,WLW,1° e-business
2024-01-09,13:30,30,Néerlandais premier quadrimestre,B110NL1,206,WLW,1° e-business
2024-01-09,13:30,30,Néerlandais premier quadrimestre,B110NL1,R24,WLW,1° e-business
2024-01-09,13:30,30,Néerlandais premier quadrimestre,B110NL1,S24,WLW,1° e-business
2024-01-09,13:30,30,Soft skills au service de l'entreprise,B1211,208,WLW,1° e-business
2024-01-09,13:30,30,Soft skills au service de l'entreprise,B1211,S25,WLW,1° e-business
2024-01-09,13:30,30,Delivering Enhanced Customer Experience,ERA113,S30,WLW,1° Erasmus
2024-01-09,13:30,30,Rethinking the Customer Journey,ERA115,S30,WLW,1° Erasmus
2024-01-09,13:30,60,Néerlandais premier quadrimestre,X113NL1,R25,WLW,1° International Business
2024-01-09,13:30,60,Néerlandais premier quadrimestre,X113NL1,S23,WLW,1° International Business
2024-01-09,13:30,60,Néerlandais premier quadrimestre,X113NL1,S26,WLW,1° International Business
2024-01-09,13:30,30,Approche du consommateur,MK1081,104,WLW,1° Marketing
2024-01-09,13:30,30,Approche du consommateur,MK1081,105,WLW,1° Marketing
2024-01-09,13:30,30,Anglais premier quadrimestre,MK111EN1,103,WLW,1° Marketing
2024-01-09,13:30,30,Anglais premier quadrimestre,MK111EN1,R03,WLW,1° Marketing
2024-01-09,13:30,30,Néerlandais premier quadrimestre,MK112NL1,L219,LLN,1° Marketing
2024-01-09,13:30,30,Néerlandais premier quadrimestre,MK112NL1,L220,LLN,1° Marketing
2024-01-09,13:30,30,Néerlandais premier quadrimestre,MK112NL1,LR14,LLN,1° Marketing
2024-01-09,13:30,30,Néerlandais premier quadrimestre,MK112NL1,LR15,LLN,1° Marketing
2024-01-09,13:30,90,Droit des biens et séminaire,J201,BA05,WLW,2° Droit
2024-01-09,13:30,90,Droit des biens et séminaire,J201,BA06,WLW,2° Droit
2024-01-09,13:30,90,Droit des biens et séminaire,J201,R23,WLW,2° Droit
2024-01-09,13:30,30,Néerlandais des affaires premier quadrimestre,B211NL1,205,WLW,2° e-business
2024-01-09,13:30,30,Néerlandais des affaires premier quadrimestre,B211NL1,Teams Oral,WLW,2° e-business
2024-01-09,13:30,30,Webcontent,B2131,207,WLW,2° e-business
2024-01-09,13:30,60,Néerlandais des affaires I premier quadrimestre,X203NL1,S27,WLW,2° International Business
2024-01-09,13:30,75,Gestion financière de l'entreprise,MK2141,A01,WLW,2° Marketing
2024-01-09,13:30,75,Gestion financière de l'entreprise,MK2141,A04,WLW,2° Marketing
2024-01-09,13:30,75,Gestion financière de l'entreprise,MK2141,L134,LLN,2° Marketing
2024-01-09,13:30,75,Gestion financière de l'entreprise,MK2141,LA01,LLN,2° Marketing
2024-01-09,13:30,75,Gestion financière de l'entreprise,MK2141,LA02,LLN,2° Marketing
2024-01-09,13:30,75,Gestion financière de l'entreprise,MK2141,R23,WLW,2° Marketing
2024-01-09,13:30,15,Gestion de production et des risques,C3072GEST,209,WLW,3° Comptabilité
2024-01-09,13:30,15,Administration des réseaux (Pratique),T3012,LR08,LLN,3° Technologie de l'informatique
2024-01-09,13:30,15,Administration des réseaux (Pratique),T3012,LR09,LLN,3° Technologie de l'informatique
2024-01-09,13:45,30,Commu prof orale en Néerlandais,AE2NO,05,EUR,2° Assistant de direction
2024-01-09,13:45,30,Commu prof orale en Néerlandais,AE2NO,14,EUR,2° Assistant de direction
2024-01-09,13:45,120,Français: Com & prom. Web,AM2CP,11 (informatique),EUR,2° Management du tourisme et des loisirs
2024-01-09,13:45,120,Français: Com & prom. Web,AM2CP,12 (informatique),EUR,2° Management du tourisme et des loisirs
2024-01-09,13:45,120,Français: Com & prom. Web,AM2CP,32 (informatique),EUR,2° Management du tourisme et des loisirs
2024-01-09,14:0,150,Règlements et normes,TS5,R23,WLW,3° Technologies de la santé
2024-01-09,14:0,150,Règlements et normes,TS5,R26,WLW,3° Technologies de la santé
2024-01-09,14:30,60,Espagnol des affaires I premier quadrimestre,X203SP1,101,WLW,2° International Business
2024-01-09,15:0,90,Financial plan,ERA104,A02,WLW,1° Erasmus
2024-01-09,15:0,75,Gestion financière,J2052,R23,WLW,2° Droit
2024-01-09,15:0,90,Financial Analysis & Modelling,X3012GEI,Moodle Quiz,WLW,3° International Business
2024-01-09,15:0,90,Financial Plan,X3012GVI,Moodle Quiz,WLW,3° International Business
2024-01-09,15:15,75,Gestion financière,J2052,A01,WLW,2° Droit
2024-01-09,16:0,60,Bureau d'études,E3111GI,Moodle Devoir,SCH,3° Electromécanique
2024-01-09,8:30,120,Communication écrite en Français,AE1FE,11 (informatique),EUR,1° Assistant de direction
2024-01-09,8:30,120,Communication écrite en Français,AE1FE,12 (informatique),EUR,1° Assistant de direction
2024-01-09,8:30,120,Communication écrite en Français,AE1FE,32 (informatique),EUR,1° Assistant de direction
2024-01-09,8:30,120,Technique d'expression Q1,A1111,S13,SCH,1° Automatisation
2024-01-09,8:30,120,Technique d'expression Q1,A1111,T1,SCH,1° Automatisation
2024-01-09,8:30,120,Technique d'expression Q1,A1111,T4,SCH,1° Automatisation
2024-01-09,8:30,120,Technique d'expression Q1,A1111,T7,SCH,1° Automatisation
2024-01-09,8:30,30,Néerlandais premier quadrimestre,C111NL1,204,WLW,1° Comptabilité
2024-01-09,8:30,30,Néerlandais premier quadrimestre,C111NL1,208,WLW,1° Comptabilité
2024-01-09,8:30,30,Anglais premier quadrimestre,J106EN1,Teams Oral,WLW,1° Droit
2024-01-09,8:30,30,Droit des contrats et de la responsabilité,B102,LR10,LLN,1° e-business
2024-01-09,8:30,30,Droit des contrats et de la responsabilité,B102,S28,WLW,1° e-business
2024-01-09,8:30,30,Néerlandais premier quadrimestre,B110NL1,R27,WLW,1° e-business
2024-01-09,8:30,30,Néerlandais premier quadrimestre,B110NL1,R28,WLW,1° e-business
2024-01-09,8:30,30,Néerlandais premier quadrimestre,B110NL1,S29,WLW,1° e-business
2024-01-09,8:30,30,Soft skills au service de l'entreprise,B1211,S21,WLW,1° e-business
2024-01-09,8:30,30,Soft skills au service de l'entreprise,B1211,S25,WLW,1° e-business
2024-01-09,8:30,120,Technique d'expression Q1,E1111,S13,SCH,1° Electromécanique
2024-01-09,8:30,120,Technique d'expression Q1,E1111,S22 (sch),SCH,1° Electromécanique
2024-01-09,8:30,120,Technique d'expression Q1,E1111,S30 (sch),SCH,1° Electromécanique
2024-01-09,8:30,60,Néerlandais premier quadrimestre,X113NL1,S22,WLW,1° International Business
2024-01-09,8:30,60,Néerlandais premier quadrimestre,X113NL1,S23,WLW,1° International Business
2024-01-09,8:30,60,Néerlandais premier quadrimestre,X113NL1,S27,WLW,1° International Business
2024-01-09,8:30,30,Communication en espagnol,AM1ES,26,EUR,1° Management du tourisme et des loisirs
2024-01-09,8:30,30,Communication en espagnol,AM1ES,34,EUR,1° Management du tourisme et des loisirs
2024-01-09,8:30,30,Approche du consommateur,MK1081,103,WLW,1° Marketing
2024-01-09,8:30,30,Approche du consommateur,MK1081,104,WLW,1° Marketing
2024-01-09,8:30,30,Approche du consommateur,MK1081,203,WLW,1° Marketing
2024-01-09,8:30,30,Anglais premier quadrimestre,MK111EN1,105,WLW,1° Marketing
